Block,Seq,Start,End,Strand
22,NC_012581.1,1739656,1710479,-
22,NZ_CP029805.1,2499351,2528529,+
22,NZ_CP010322.1,216057,245208,+
22,NZ_CP031643.1,2574003,2603337,+
22,NZ_CP047111.1,373598,344421,-
22,NZ_CP007618.1,1522845,1493667,-
22,NZ_CP001970.2,2499583,2528761,+
22,NZ_CP006742.1,2484771,2513964,+
22,NZ_CP009902.1,4593375,4564197,-
22,NZ_CP001974.2,2499558,2528736,+
22,NZ_CP022044.1,70850,100028,+
22,NZ_CP008854.1,2498350,2527526,+
22,NZ_CP009464.1,3826352,3797175,-
22,NZ_CP047097.1,1649522,1678699,+
22,NZ_CP007666.1,1372190,1401367,+
22,NZ_CP008846.1,2485956,2515149,+
22,NZ_CP009341.1,5026920,5056096,+
22,NZ_CP012728.1,2499365,2528543,+
22,NZ_CP015779.1,2499371,2528548,+
22,NZ_AP018443.1,2490042,2519220,+
22,NZ_CP012725.1,2499366,2528544,+
22,NZ_CP012729.1,2499365,2528543,+
22,NC_007530.2,2499439,2528616,+
22,NZ_CP047099.1,2876942,2906119,+
22,NZ_CP009700.1,5089011,5059818,-
22,NZ_CP001974.1,2498817,2527995,+
22,NC_017729.1,2489604,2518782,+
22,NZ_CP012720.1,2499366,2528544,+
22,NZ_CP012726.1,2499364,2528542,+
22,NC_003997.3,2499315,2528492,+
22,NZ_CP009541.1,126681,97503,-
22,NZ_CP012723.1,2499366,2528544,+
22,NZ_CP029323.1,2486018,2515212,+
22,NZ_CP008853.1,2498889,2528067,+
22,NZ_CP009476.1,290341,261164,-
22,NZ_CP012722.1,2499366,2528544,+
22,NC_005945.1,2499368,2528546,+
22,NZ_CP047104.1,258082,287259,+
22,NZ_CP001970.1,2499324,2528502,+
23,NZ_CP009697.1,534126,544025,+
23,NZ_CP009328.1,1334371,1344269,+
23,NZ_CP009315.1,4346219,4356119,+
23,NZ_AP019731.1,1437497,1447396,+
23,NZ_AP014833.1,2928300,2918400,-
23,NZ_CP047098.1,5078270,5068369,-
23,NZ_CP009325.1,2670905,2661005,-
23,NZ_CP019588.1,2541493,2551393,+
23,NZ_CP009544.1,2333563,2323665,-
23,NZ_CP012730.1,2541487,2551387,+
23,NZ_CP012724.1,2541486,2551386,+
23,NZ_CP009331.1,4135305,4125406,-
23,NZ_CP009598.1,2322725,2312826,-
23,NC_012659.1,2541051,2550952,+
23,NZ_CP047107.1,4446084,4436183,-
23,NZ_CP018903.1,2541112,2551011,+
23,NZ_CP012727.1,2541485,2551385,+
23,NZ_CP047131.1,2527852,2537751,+
23,NZ_CP014179.1,2541151,2551052,+
23,NZ_CP009981.1,1950418,1940517,-
23,NZ_CP023001.1,306762,316662,+
23,NZ_CP012721.1,2541486,2551386,+
23,NZ_CP010852.1,2795902,2805802,+
23,NZ_CP031642.1,2628247,2638106,+
23,NC_012581.1,1697537,1687638,-
23,NZ_CP029805.1,2541471,2551371,+
23,NZ_CP010322.1,258150,268050,+
23,NZ_CP031643.1,2605797,2616241,+
23,NZ_CP047111.1,331886,321985,-
23,NZ_CP007618.1,1480727,1470826,-
23,NZ_CP001970.2,2541703,2551603,+
23,NZ_CP006742.1,2526903,2536802,+
23,NZ_CP009902.1,4551257,4541356,-
23,NZ_CP001974.2,2541678,2551578,+
23,NZ_CP022044.1,112970,122870,+
23,NZ_CP008854.1,2540466,2550368,+
23,NZ_CP009464.1,3784233,3774334,-
23,NZ_CP047097.1,1691234,1701135,+
23,NZ_CP007666.1,1414309,1424207,+
23,NZ_CP008846.1,2528088,2537987,+
23,NZ_CP009341.1,5069038,5078912,+
23,NZ_CP012728.1,2541485,2551385,+
23,NZ_CP015779.1,2541083,2550984,+
23,NZ_AP018443.1,2532162,2542050,+
23,NZ_CP012725.1,2541486,2551386,+
23,NZ_CP012729.1,2541485,2551385,+
23,NC_007530.2,2541151,2551052,+
23,NZ_CP047099.1,2918654,2928555,+
23,NZ_CP009700.1,5046879,5036980,-
23,NZ_CP001974.1,2540938,2550837,+
23,NC_017729.1,2531725,2541625,+
23,NZ_CP012720.1,2541486,2551386,+
23,NZ_CP012726.1,2541484,2551384,+
23,NC_003997.3,2541027,2550928,+
23,NZ_CP009541.1,84561,74661,-
23,NZ_CP012723.1,2541486,2551386,+
23,NZ_CP029323.1,2528152,2538051,+
23,NZ_CP008853.1,2541009,2550909,+
23,NZ_CP009476.1,248222,238469,-
23,NZ_CP012722.1,2541486,2551386,+
23,NC_005945.1,2541488,2551388,+
23,NZ_CP047104.1,299794,309695,+
23,NZ_CP001970.1,2541445,2551345,+
24,NZ_CP009697.1,551222,568640,+
24,NZ_CP009328.1,1351466,1368831,+
24,NZ_CP009315.1,4363316,4380681,+
24,NZ_AP019731.1,1454592,1472009,+
24,NZ_AP014833.1,2911203,2893838,-
24,NZ_CP047098.1,5061172,5043807,-
24,NZ_CP009325.1,2653808,2636443,-
24,NZ_CP019588.1,2558590,2575955,+
24,NZ_CP009544.1,2316468,2299104,-
24,NZ_CP012730.1,2558584,2575949,+
24,NZ_CP012724.1,2558583,2575948,+
24,NZ_CP009331.1,4118209,4100844,-
24,NZ_CP009598.1,2305629,2288265,-
24,NC_012659.1,2558149,2575514,+
24,NZ_CP047107.1,4428986,4411621,-
24,NZ_CP018903.1,2558208,2575625,+
24,NZ_CP012727.1,2558582,2575947,+
24,NZ_CP047131.1,2544948,2562365,+
24,NZ_CP014179.1,2558249,2575614,+
24,NZ_CP009981.1,1933320,1915955,-
24,NZ_CP023001.1,323859,341224,+
24,NZ_CP012721.1,2558583,2575948,+
24,NZ_CP010852.1,2812999,2830364,+
24,NZ_CP031642.1,2645393,2662809,+
24,NC_012581.1,1680441,1663076,-
24,NZ_CP029805.1,2558568,2575933,+
24,NZ_CP010322.1,275247,292612,+
24,NZ_CP031643.1,2624352,2641719,+
24,NZ_CP047111.1,314788,297423,-
24,NZ_CP007618.1,1463628,1446210,-
24,NZ_CP001970.2,2558800,2576165,+
24,NZ_CP006742.1,2543999,2561416,+
24,NZ_CP009902.1,4534158,4516740,-
24,NZ_CP001974.2,2558775,2576139,+
24,NZ_CP022044.1,130067,147432,+
24,NZ_CP008854.1,2557566,2574933,+
24,NZ_CP009464.1,3767137,3749772,-
24,NZ_CP047097.1,1708332,1725697,+
24,NZ_CP007666.1,1431404,1448769,+
24,NZ_CP008846.1,2545184,2562601,+
24,NZ_CP009341.1,5085021,5102386,+
24,NZ_CP012728.1,2558582,2575947,+
24,NZ_CP015779.1,2558181,2575546,+
24,NZ_AP018443.1,2549247,2566510,+
24,NZ_CP012725.1,2558583,2575948,+
24,NZ_CP012729.1,2558582,2575947,+
24,NC_007530.2,2558249,2575614,+
24,NZ_CP047099.1,2935752,2953117,+
24,NZ_CP009700.1,5029783,5012366,-
24,NZ_CP001974.1,2558032,2575397,+
24,NC_017729.1,2548822,2566199,+
24,NZ_CP012720.1,2558583,2575948,+
24,NZ_CP012726.1,2558581,2575946,+
24,NC_003997.3,2558125,2575490,+
24,NZ_CP009541.1,67464,50099,-
24,NZ_CP012723.1,2558583,2575948,+
24,NZ_CP029323.1,2545248,2562665,+
24,NZ_CP008853.1,2558105,2575470,+
24,NZ_CP009476.1,231273,213908,-
24,NZ_CP012722.1,2558583,2575948,+
24,NC_005945.1,2558585,2575950,+
24,NZ_CP047104.1,316892,334257,+
24,NZ_CP001970.1,2558542,2575907,+
25,NZ_CP009697.1,571019,579767,+
25,NZ_CP009328.1,1371210,1379958,+
25,NZ_CP009315.1,4383060,4391808,+
25,NZ_AP019731.1,1474388,1483136,+
25,NZ_AP014833.1,2891459,2882711,-
25,NZ_CP047098.1,5041428,5032680,-
25,NZ_CP009325.1,2634064,2625316,-
25,NZ_CP019588.1,2578334,2587082,+
25,NZ_CP009544.1,2296726,2287978,-
25,NZ_CP012730.1,2578328,2587076,+
25,NZ_CP012724.1,2578327,2587075,+
25,NZ_CP009331.1,4098465,4089717,-
25,NZ_CP009598.1,2285887,2277139,-
25,NC_012659.1,2577893,2586641,+
25,NZ_CP047107.1,4409242,4400494,-
25,NZ_CP018903.1,2578004,2586752,+
25,NZ_CP012727.1,2578326,2587074,+
25,NZ_CP047131.1,2564744,2573492,+
25,NZ_CP014179.1,2577993,2586741,+
25,NZ_CP009981.1,1913576,1904828,-
25,NZ_CP023001.1,343603,352351,+
25,NZ_CP012721.1,2578327,2587075,+
25,NZ_CP010852.1,2832743,2841491,+
25,NZ_CP031642.1,2663336,2672060,+
25,NC_012581.1,1660697,1651949,-
25,NZ_CP029805.1,2578312,2587060,+
25,NZ_CP010322.1,294991,303739,+
25,NZ_CP031643.1,2642246,2650936,+
25,NZ_CP047111.1,295044,286296,-
25,NZ_CP007618.1,1443831,1435083,-
25,NZ_CP001970.2,2578544,2587292,+
25,NZ_CP006742.1,2563795,2572543,+
25,NZ_CP009902.1,4514361,4505613,-
25,NZ_CP001974.2,2578518,2587266,+
25,NZ_CP022044.1,149811,158559,+
25,NZ_CP008854.1,2577312,2586059,+
25,NZ_CP009464.1,3747393,3738645,-
25,NZ_CP047097.1,1728076,1736824,+
25,NZ_CP007666.1,1451148,1459896,+
25,NZ_CP008846.1,2564980,2573728,+
25,NZ_CP009341.1,5104765,5113513,+
25,NZ_CP012728.1,2578326,2587074,+
25,NZ_CP015779.1,2577925,2586673,+
25,NZ_AP018443.1,2568889,2577637,+
25,NZ_CP012725.1,2578327,2587075,+
25,NZ_CP012729.1,2578326,2587074,+
25,NC_007530.2,2577993,2586741,+
25,NZ_CP047099.1,2955496,2964244,+
25,NZ_CP009700.1,5009987,5001239,-
25,NZ_CP001974.1,2577776,2586525,+
25,NC_017729.1,2568578,2577324,+
25,NZ_CP012720.1,2578327,2587075,+
25,NZ_CP012726.1,2578325,2587073,+
25,NC_003997.3,2577869,2586617,+
25,NZ_CP009541.1,47720,38972,-
25,NZ_CP012723.1,2578327,2587075,+
25,NZ_CP029323.1,2565044,2573792,+
25,NZ_CP008853.1,2577849,2586597,+
25,NZ_CP009476.1,211529,202781,-
25,NZ_CP012722.1,2578327,2587075,+
25,NC_005945.1,2578329,2587077,+
25,NZ_CP047104.1,336636,345384,+
25,NZ_CP001970.1,2578286,2587034,+
26,NZ_CP009697.1,581854,589875,+
26,NZ_CP009328.1,1382046,1390013,+
26,NZ_CP009315.1,4393896,4401863,+
26,NZ_AP019731.1,1485224,1493245,+
26,NZ_AP014833.1,2880623,2872656,-
26,NZ_CP047098.1,5030592,5022625,-
26,NZ_CP009325.1,2623228,2615261,-
26,NZ_CP019588.1,2589170,2597137,+
26,NZ_CP009544.1,2285890,2277923,-
26,NZ_CP012730.1,2589164,2597131,+
26,NZ_CP012724.1,2589163,2597130,+
26,NZ_CP009331.1,4087629,4079666,-
26,NZ_CP009598.1,2275051,2267084,-
26,NC_012659.1,2588729,2596696,+
26,NZ_CP047107.1,4398406,4390439,-
26,NZ_CP018903.1,2588840,2596861,+
26,NZ_CP012727.1,2589162,2597129,+
26,NZ_CP047131.1,2575580,2583601,+
26,NZ_CP014179.1,2588829,2596796,+
26,NZ_CP009981.1,1902740,1894773,-
26,NZ_CP023001.1,354440,362407,+
26,NZ_CP012721.1,2589163,2597130,+
26,NZ_CP010852.1,2843579,2851546,+
26,NZ_CP031642.1,2674477,2682496,+
26,NC_012581.1,1649861,1641898,-
26,NZ_CP029805.1,2589148,2597115,+
26,NZ_CP010322.1,305827,313794,+
26,NZ_CP031643.1,2653350,2661353,+
26,NZ_CP047111.1,284208,276241,-
26,NZ_CP007618.1,1432995,1424974,-
26,NZ_CP001970.2,2589380,2597347,+
26,NZ_CP006742.1,2574631,2582652,+
26,NZ_CP009902.1,4503525,4495504,-
26,NZ_CP001974.2,2589354,2597321,+
26,NZ_CP022044.1,160647,168614,+
26,NZ_CP008854.1,2588147,2596114,+
26,NZ_CP009464.1,3736557,3728590,-
26,NZ_CP047097.1,1738912,1746879,+
26,NZ_CP007666.1,1461984,1469951,+
26,NZ_CP008846.1,2575816,2583837,+
26,NZ_CP009341.1,5115601,5123568,+
26,NZ_CP012728.1,2589162,2597129,+
26,NZ_CP015779.1,2588761,2596728,+
26,NZ_AP018443.1,2579725,2587688,+
26,NZ_CP012725.1,2589163,2597130,+
26,NZ_CP012729.1,2589162,2597129,+
26,NC_007530.2,2588829,2596796,+
26,NZ_CP047099.1,2966332,2974299,+
26,NZ_CP009700.1,4999151,4991130,-
26,NZ_CP001974.1,2588613,2596580,+
26,NC_017729.1,2579412,2587379,+
26,NZ_CP012720.1,2589163,2597130,+
26,NZ_CP012726.1,2589161,2597128,+
26,NC_003997.3,2588705,2596672,+
26,NZ_CP009541.1,36884,28917,-
26,NZ_CP012723.1,2589163,2597130,+
26,NZ_CP029323.1,2575880,2583901,+
26,NZ_CP008853.1,2588685,2596652,+
26,NZ_CP009476.1,200693,192726,-
26,NZ_CP012722.1,2589163,2597130,+
26,NC_005945.1,2589165,2597132,+
26,NZ_CP047104.1,347472,355439,+
26,NZ_CP001970.1,2589122,2597089,+
27,NZ_CP009697.1,598368,618757,+
27,NZ_CP009328.1,1398507,1418898,+
27,NZ_CP009315.1,4410356,4430746,+
27,NZ_AP019731.1,1501737,1522126,+
27,NZ_AP014833.1,2864163,2843774,-
27,NZ_CP047098.1,5014132,4993743,-
27,NZ_CP009325.1,2606768,2586378,-
27,NZ_CP019588.1,2605630,2626019,+
27,NZ_CP009544.1,2269430,2249041,-
27,NZ_CP012730.1,2605624,2626013,+
27,NZ_CP012724.1,2605623,2626012,+
27,NZ_CP009331.1,4071173,4050783,-
27,NZ_CP009598.1,2258591,2238202,-
27,NC_012659.1,2605189,2625578,+
27,NZ_CP047107.1,4381946,4361557,-
27,NZ_CP018903.1,2605354,2625743,+
27,NZ_CP012727.1,2605622,2626011,+
27,NZ_CP047131.1,2592094,2612483,+
27,NZ_CP014179.1,2605289,2625678,+
27,NZ_CP009981.1,1886280,1865891,-
27,NZ_CP023001.1,370899,391288,+
27,NZ_CP012721.1,2605623,2626012,+
27,NZ_CP010852.1,2860039,2880430,+
27,NZ_CP031642.1,2690830,2710124,+
27,NC_012581.1,1633404,1613013,-
27,NZ_CP029805.1,2605608,2625998,+
27,NZ_CP010322.1,322287,342677,+
27,NZ_CP031643.1,2666818,2686114,+
27,NZ_CP047111.1,267748,247359,-
27,NZ_CP007618.1,1416482,1396170,-
27,NZ_CP001970.2,2605840,2626229,+
27,NZ_CP006742.1,2591134,2611523,+
27,NZ_CP009902.1,4487012,4466700,-
27,NZ_CP001974.2,2605814,2626203,+
27,NZ_CP022044.1,177107,197496,+
27,NZ_CP008854.1,2604605,2624992,+
27,NZ_CP009464.1,3720097,3699706,-
27,NZ_CP047097.1,1755372,1775761,+
27,NZ_CP007666.1,1478445,1498836,+
27,NZ_CP008846.1,2592329,2612718,+
27,NZ_CP009341.1,5132061,5152450,+
27,NZ_CP012728.1,2605622,2626011,+
27,NZ_CP015779.1,2605221,2625610,+
27,NZ_AP018443.1,2596181,2616571,+
27,NZ_CP012725.1,2605623,2626012,+
27,NZ_CP012729.1,2605622,2626011,+
27,NC_007530.2,2605289,2625678,+
27,NZ_CP047099.1,2982792,3003181,+
27,NZ_CP009700.1,4982648,4962259,-
27,NZ_CP001974.1,2605073,2625464,+
27,NC_017729.1,2595872,2616263,+
27,NZ_CP012720.1,2605623,2626012,+
27,NZ_CP012726.1,2605621,2626010,+
27,NC_003997.3,2605165,2625549,+
27,NZ_CP009541.1,20424,35,-
27,NZ_CP012723.1,2605623,2626012,+
27,NZ_CP029323.1,2592394,2612783,+
27,NZ_CP008853.1,2605146,2625535,+
27,NZ_CP009476.1,184233,163844,-
27,NZ_CP012722.1,2605623,2626012,+
27,NC_005945.1,2605625,2626014,+
27,NZ_CP047104.1,363932,384321,+
27,NZ_CP001970.1,2605582,2625971,+
28,NZ_CP009697.1,618767,630749,+
28,NZ_CP009328.1,1418908,1430890,+
28,NZ_CP009315.1,4430756,4442738,+
28,NZ_AP019731.1,1522136,1534118,+
28,NZ_AP014833.1,2843764,2831782,-
28,NZ_CP047098.1,4993733,4981751,-
28,NZ_CP009325.1,2586368,2574386,-
28,NZ_CP019588.1,2626029,2638011,+
28,NZ_CP009544.1,2249031,2237049,-
28,NZ_CP012730.1,2626023,2638005,+
28,NZ_CP012724.1,2626022,2638004,+
28,NZ_CP009331.1,4050773,4038791,-
28,NZ_CP009598.1,2238192,2226210,-
28,NC_012659.1,2625588,2637570,+
28,NZ_CP047107.1,4361547,4349565,-
28,NZ_CP018903.1,2625753,2637735,+
28,NZ_CP012727.1,2626021,2638003,+
28,NZ_CP047131.1,2612493,2624475,+
28,NZ_CP014179.1,2625688,2637670,+
28,NZ_CP009981.1,1865881,1853899,-
28,NZ_CP023001.1,391298,403280,+
28,NZ_CP012721.1,2626022,2638004,+
28,NZ_CP010852.1,2880440,2892422,+
28,NZ_CP031642.1,2710156,2722093,+
28,NC_012581.1,1613003,1601021,-
28,NZ_CP029805.1,2626008,2637990,+
28,NZ_CP010322.1,342687,354670,+
28,NZ_CP031643.1,2686124,2698103,+
28,NZ_CP047111.1,247349,235367,-
28,NZ_CP007618.1,1396160,1384182,-
28,NZ_CP001970.2,2626239,2638221,+
28,NZ_CP006742.1,2611533,2623515,+
28,NZ_CP009902.1,4466690,4454712,-
28,NZ_CP001974.2,2626213,2638195,+
28,NZ_CP022044.1,197506,209488,+
28,NZ_CP008854.1,2625002,2636984,+
28,NZ_CP009464.1,3699696,3687714,-
28,NZ_CP047097.1,1775771,1787753,+
28,NZ_CP007666.1,1498846,1510828,+
28,NZ_CP008846.1,2612728,2624709,+
28,NZ_CP009341.1,5152460,5164442,+
28,NZ_CP012728.1,2626021,2638003,+
28,NZ_CP015779.1,2625620,2637602,+
28,NZ_AP018443.1,2616581,2628563,+
28,NZ_CP012725.1,2626022,2638004,+
28,NZ_CP012729.1,2626021,2638003,+
28,NC_007530.2,2625688,2637670,+
28,NZ_CP047099.1,3003191,3015173,+
28,NZ_CP009700.1,4962249,4950267,-
28,NZ_CP001974.1,2625474,2637456,+
28,NC_017729.1,2616273,2628255,+
28,NZ_CP012720.1,2626022,2638004,+
28,NZ_CP012726.1,2626020,2638002,+
28,NC_003997.3,2625559,2637541,+
28,NZ_CP009541.1,5227496,5215539,-
28,NZ_CP012723.1,2626022,2638004,+
28,NZ_CP029323.1,2612793,2624775,+
28,NZ_CP008853.1,2625545,2637527,+
28,NZ_CP009476.1,163834,151852,-
28,NZ_CP012722.1,2626022,2638004,+
28,NC_005945.1,2626024,2638006,+
28,NZ_CP047104.1,384331,396313,+
28,NZ_CP001970.1,2625981,2637963,+
29,NZ_CP009697.1,631796,639952,+
29,NZ_CP009328.1,1431935,1440091,+
29,NZ_CP009315.1,4443784,4451940,+
29,NZ_AP019731.1,1535164,1543320,+
29,NZ_AP014833.1,2830736,2822580,-
29,NZ_CP047098.1,4980705,4972549,-
29,NZ_CP009325.1,2573340,2565184,-
29,NZ_CP019588.1,2639057,2647213,+
29,NZ_CP009544.1,2236003,2227847,-
29,NZ_CP012730.1,2639051,2647207,+
29,NZ_CP012724.1,2639050,2647206,+
29,NZ_CP009331.1,4037745,4029589,-
29,NZ_CP009598.1,2225164,2217008,-
29,NC_012659.1,2638616,2646772,+
29,NZ_CP047107.1,4348519,4340363,-
29,NZ_CP018903.1,2638781,2646937,+
29,NZ_CP012727.1,2639049,2647205,+
29,NZ_CP047131.1,2625521,2633677,+
29,NZ_CP014179.1,2638716,2646872,+
29,NZ_CP009981.1,1852853,1844697,-
29,NZ_CP023001.1,404326,412482,+
29,NZ_CP012721.1,2639050,2647206,+
29,NZ_CP010852.1,2893468,2901624,+
29,NZ_CP031642.1,2725921,2734072,+
29,NC_012581.1,1599976,1591820,-
29,NZ_CP029805.1,2639036,2647192,+
29,NZ_CP010322.1,355716,363872,+
29,NZ_CP031643.1,2699194,2707306,+
29,NZ_CP047111.1,234321,226165,-
29,NZ_CP007618.1,1383136,1375075,-
29,NZ_CP001970.2,2639267,2647423,+
29,NZ_CP006742.1,2624561,2632717,+
29,NZ_CP009902.1,4453666,4445605,-
29,NZ_CP001974.2,2639241,2647397,+
29,NZ_CP022044.1,210534,218690,+
29,NZ_CP008854.1,2638030,2646186,+
29,NZ_CP009464.1,3686668,3678512,-
29,NZ_CP047097.1,1788799,1796955,+
29,NZ_CP007666.1,1511873,1520029,+
29,NZ_CP008846.1,2625755,2633911,+
29,NZ_CP009341.1,5165488,5173644,+
29,NZ_CP012728.1,2639049,2647205,+
29,NZ_CP015779.1,2638648,2646804,+
29,NZ_AP018443.1,2629609,2637765,+
29,NZ_CP012725.1,2639050,2647206,+
29,NZ_CP012729.1,2639049,2647205,+
29,NC_007530.2,2638716,2646872,+
29,NZ_CP047099.1,3016219,3024375,+
29,NZ_CP009700.1,4949221,4941065,-
29,NZ_CP001974.1,2638502,2646659,+
29,NC_017729.1,2629301,2637457,+
29,NZ_CP012720.1,2639050,2647206,+
29,NZ_CP012726.1,2639048,2647204,+
29,NC_003997.3,2638587,2646743,+
29,NZ_CP009541.1,5214493,5206337,-
29,NZ_CP012723.1,2639050,2647206,+
29,NZ_CP029323.1,2625821,2633977,+
29,NZ_CP008853.1,2638575,2646733,+
29,NZ_CP009476.1,150806,142650,-
29,NZ_CP012722.1,2639050,2647206,+
29,NC_005945.1,2639052,2647208,+
29,NZ_CP047104.1,397359,405515,+
29,NZ_CP001970.1,2639009,2647165,+
30,NZ_CP009697.1,639996,650624,+
30,NZ_CP009328.1,1440135,1450763,+
30,NZ_CP009315.1,4451984,4462609,+
30,NZ_AP019731.1,1543364,1553992,+
30,NZ_AP014833.1,2822536,2811910,-
30,NZ_CP047098.1,4972505,4961879,-
30,NZ_CP009325.1,2565140,2554514,-
30,NZ_CP019588.1,2647257,2657883,+
30,NZ_CP009544.1,2227803,2217177,-
30,NZ_CP012730.1,2647251,2657877,+
30,NZ_CP012724.1,2647250,2657876,+
30,NZ_CP009331.1,4029545,4018919,-
30,NZ_CP009598.1,2216964,2206338,-
30,NC_012659.1,2646816,2657442,+
30,NZ_CP047107.1,4340319,4329693,-
30,NZ_CP018903.1,2646981,2657609,+
30,NZ_CP012727.1,2647249,2657875,+
30,NZ_CP047131.1,2633721,2644349,+
30,NZ_CP014179.1,2646916,2657542,+
30,NZ_CP009981.1,1844653,1834027,-
30,NZ_CP023001.1,412526,423152,+
30,NZ_CP012721.1,2647250,2657876,+
30,NZ_CP010852.1,2901668,2912295,+
30,NZ_CP031642.1,2734674,2744828,+
30,NC_012581.1,1591776,1581148,-
30,NZ_CP029805.1,2647236,2657862,+
30,NZ_CP010322.1,363916,374543,+
30,NZ_CP031643.1,2707920,2718734,+
30,NZ_CP047111.1,226121,215495,-
30,NZ_CP007618.1,1375031,1364404,-
30,NZ_CP001970.2,2647467,2658093,+
30,NZ_CP006742.1,2632761,2643389,+
30,NZ_CP009902.1,4445561,4434934,-
30,NZ_CP001974.2,2647441,2658067,+
30,NZ_CP022044.1,218734,229360,+
30,NZ_CP008854.1,2646230,2656855,+
30,NZ_CP009464.1,3678468,3667840,-
30,NZ_CP047097.1,1796999,1807625,+
30,NZ_CP007666.1,1520073,1530701,+
30,NZ_CP008846.1,2633955,2644582,+
30,NZ_CP009341.1,5173688,5184314,+
30,NZ_CP012728.1,2647249,2657875,+
30,NZ_CP015779.1,2646848,2657474,+
30,NZ_AP018443.1,2637809,2648432,+
30,NZ_CP012725.1,2647250,2657876,+
30,NZ_CP012729.1,2647249,2657875,+
30,NC_007530.2,2646916,2657542,+
30,NZ_CP047099.1,3024419,3035045,+
30,NZ_CP009700.1,4941021,4930393,-
30,NZ_CP001974.1,2646703,2657328,+
30,NC_017729.1,2637501,2648126,+
30,NZ_CP012720.1,2647250,2657876,+
30,NZ_CP012726.1,2647248,2657874,+
30,NC_003997.3,2646787,2657414,+
30,NZ_CP009541.1,5206293,5195667,-
30,NZ_CP012723.1,2647250,2657876,+
30,NZ_CP029323.1,2634021,2644649,+
30,NZ_CP008853.1,2646777,2657405,+
30,NZ_CP009476.1,142606,131980,-
30,NZ_CP012722.1,2647250,2657876,+
30,NC_005945.1,2647252,2657878,+
30,NZ_CP047104.1,405559,416185,+
30,NZ_CP001970.1,2647209,2657835,+
31,NZ_CP009697.1,656901,688428,+
31,NZ_CP009328.1,1457040,1488566,+
31,NZ_CP009315.1,4468886,4500413,+
31,NZ_AP019731.1,1560269,1591738,+
31,NZ_AP014833.1,2805633,2774107,-
31,NZ_CP047098.1,4955602,4924077,-
31,NZ_CP009325.1,2548237,2516709,-
31,NZ_CP019588.1,2664160,2695684,+
31,NZ_CP009544.1,2210900,2179373,-
31,NZ_CP012730.1,2664154,2695678,+
31,NZ_CP012724.1,2664153,2695677,+
31,NZ_CP009331.1,4012642,3981152,-
31,NZ_CP009598.1,2200061,2168534,-
31,NC_012659.1,2663719,2695244,+
31,NZ_CP047107.1,4323416,4291891,-
31,NZ_CP018903.1,2663886,2695413,+
31,NZ_CP012727.1,2664152,2695676,+
31,NZ_CP047131.1,2650626,2682153,+
31,NZ_CP014179.1,2663819,2695344,+
31,NZ_CP009981.1,1827750,1796224,-
31,NZ_CP023001.1,429429,460951,+
31,NZ_CP012721.1,2664153,2695677,+
31,NZ_CP010852.1,2918572,2950099,+
31,NZ_CP031642.1,2751729,2783188,+
31,NC_012581.1,1574871,1543344,-
31,NZ_CP029805.1,2664139,2695666,+
31,NZ_CP010322.1,380821,412348,+
31,NZ_CP031643.1,2731959,2763580,+
31,NZ_CP047111.1,209218,177693,-
31,NZ_CP007618.1,1358122,1326595,-
31,NZ_CP001970.2,2664370,2695896,+
31,NZ_CP006742.1,2649666,2681193,+
31,NZ_CP009902.1,4428652,4397124,-
31,NZ_CP001974.2,2664344,2695870,+
31,NZ_CP022044.1,235637,267161,+
31,NZ_CP008854.1,2663130,2694649,+
31,NZ_CP009464.1,3661563,3630037,-
31,NZ_CP047097.1,1813902,1845425,+
31,NZ_CP007666.1,1536978,1568504,+
31,NZ_CP008846.1,2650859,2682555,+
31,NZ_CP009341.1,5190591,5222128,+
31,NZ_CP012728.1,2664152,2695676,+
31,NZ_CP015779.1,2663751,2695276,+
31,NZ_AP018443.1,2654709,2686236,+
31,NZ_CP012725.1,2664153,2695677,+
31,NZ_CP012729.1,2664152,2695676,+
31,NC_007530.2,2663819,2695344,+
31,NZ_CP047099.1,3041322,3072846,+
31,NZ_CP009700.1,4924116,4892588,-
31,NZ_CP001974.1,2663606,2695133,+
31,NC_017729.1,2654403,2685931,+
31,NZ_CP012720.1,2664153,2695677,+
31,NZ_CP012726.1,2664151,2695675,+
31,NC_003997.3,2663691,2695216,+
31,NZ_CP009541.1,5189390,5157865,-
31,NZ_CP012723.1,2664153,2695677,+
31,NZ_CP029323.1,2650926,2682453,+
31,NZ_CP008853.1,2663682,2695209,+
31,NZ_CP009476.1,125703,94174,-
31,NZ_CP012722.1,2664153,2695677,+
31,NC_005945.1,2664155,2695679,+
31,NZ_CP047104.1,422462,453986,+
31,NZ_CP001970.1,2664112,2695638,+
32,NZ_CP009697.1,688430,702725,+
32,NZ_CP009328.1,1488568,1502863,+
32,NZ_CP009315.1,4500415,4514711,+
32,NZ_AP019731.1,1591740,1606035,+
32,NZ_AP014833.1,2774106,2759810,-
32,NZ_CP047098.1,4924076,4909780,-
32,NZ_CP009325.1,2516708,2502412,-
32,NZ_CP019588.1,2695686,2709982,+
32,NZ_CP009544.1,2179372,2165077,-
32,NZ_CP012730.1,2695680,2709976,+
32,NZ_CP012724.1,2695679,2709975,+
32,NZ_CP009331.1,3981151,3966855,-
32,NZ_CP009598.1,2168533,2154238,-
32,NC_012659.1,2695246,2709542,+
32,NZ_CP047107.1,4291890,4277594,-
32,NZ_CP018903.1,2695415,2709710,+
